tm,Tsp1,T1,Q1,P,ierr,D,iae
4731.6,41,48.65,5.45,-45.9,51.35,0,15712.84
4732.6,41,48.36,6.6,-44.16,50.76,0,15720.2
4733.6,41,48.29,6.43,-43.74,50.17,0,15727.49
4734.6,41,48.16,6.64,-42.96,49.6,0,15734.65
4735.6,41,47.97,7.22,-41.82,49.04,0,15741.62
4736.6,41,47.97,6.66,-41.82,48.48,0,15748.59
4737.6,41,47.78,7.26,-40.68,47.94,0,15755.37
4738.6,41,47.65,7.51,-39.9,47.41,0,15762.02
4739.6,41,47.61,7.22,-39.66,46.88,0,15768.63
4740.6,41,47.32,8.45,-37.92,46.37,0,15774.95
4741.6,41,47.32,7.95,-37.92,45.87,0,15781.27
4742.6,41,47.1,8.78,-36.6,45.38,0,15787.37
4743.6,41,47,8.9,-36,44.9,0,15793.37
4744.6,41,47,8.42,-36,44.42,0,15799.37
4745.7,41,46.78,9.27,-34.68,43.95,0,15805.15
4746.7,41,46.68,9.41,-34.08,43.49,0,15810.83
4747.7,41,46.68,8.96,-34.08,43.04,0,15816.51
4748.7,41,46.55,9.29,-33.3,42.59,0,15822.06
4749.7,41,46.36,10,-32.16,42.16,0,15827.42
4750.7,41,46.36,9.57,-32.16,41.73,0,15832.78
4751.7,41,46.16,10.36,-30.96,41.32,0,15837.94
4752.7,41,46.04,10.68,-30.24,40.92,0,15842.98
4753.7,41,46.04,10.27,-30.24,40.51,0,15848.02
4754.7,41,45.87,10.9,-29.22,40.12,0,15852.89
4755.7,41,45.71,11.48,-28.26,39.74,0,15857.6
4756.7,41,45.65,11.47,-27.9,39.37,0,15862.25
4757.7,41,45.42,12.49,-26.52,39.01,0,15866.67
4758.7,41,45.39,12.32,-26.34,38.66,0,15871.06
4759.7,41,45.39,11.97,-26.34,38.31,0,15875.45
4760.7,41,45.36,11.8,-26.16,37.96,0,15879.81
4761.7,41,45.1,13.03,-24.6,37.63,0,15883.91
4762.7,41,45.07,12.89,-24.42,37.31,0,15887.98
4763.7,41,45.07,12.56,-24.42,36.98,0,15892.05
4764.7,41,44.81,13.82,-22.86,36.68,0,15895.86
4765.7,41,44.75,13.88,-22.5,36.38,0,15899.61
4766.7,41,44.75,13.58,-22.5,36.08,0,15903.36
4767.7,41,44.71,13.52,-22.26,35.78,0,15907.07
4768.7,41,44.55,14.19,-21.3,35.49,0,15910.62
4769.7,41,44.42,14.7,-20.52,35.22,0,15914.04
4770.7,41,44.42,14.43,-20.52,34.95,0,15917.46
4771.7,41,44.23,15.31,-19.38,34.69,0,15920.69
4772.7,41,44.1,15.84,-18.6,34.44,0,15923.79
4773.7,41,44.1,15.59,-18.6,34.19,0,15926.89
4774.7,41,44.1,15.34,-18.6,33.94,0,15929.99
4775.7,41,43.81,16.86,-16.86,33.72,0,15932.8
4776.7,41,43.78,16.81,-16.68,33.49,0,15935.58
4777.7,41,43.78,16.59,-16.68,33.27,0,15938.36
4778.7,41,43.78,16.37,-16.68,33.05,0,15941.14
4779.7,41,43.78,16.14,-16.68,32.82,0,15943.92
4780.7,41,43.75,16.1,-16.5,32.6,0,15946.67
4781.7,41,43.49,17.46,-14.94,32.4,0,15949.16
4782.7,41,43.46,17.45,-14.76,32.21,0,15951.62
4783.7,41,43.46,17.25,-14.76,32.01,0,15954.08
4784.7,41,43.42,17.3,-14.52,31.82,0,15956.5
4785.7,41,43.39,17.29,-14.34,31.63,0,15958.89
4786.7,41,43.17,18.43,-13.02,31.45,0,15961.06
4787.7,41,43.13,18.5,-12.78,31.28,0,15963.19
4788.7,41,43.13,18.33,-12.78,31.11,0,15965.32
4789.7,41,43.13,18.16,-12.78,30.94,0,15967.45
4790.7,41,43.13,17.99,-12.78,30.77,0,15969.58
4791.7,41,42.97,18.79,-11.82,30.61,0,15971.55
4792.7,41,42.84,19.42,-11.04,30.46,0,15973.39
4793.7,41,42.81,19.46,-10.86,30.32,0,15975.2
4794.8,41,42.81,19.31,-10.86,30.17,0,15977.01
4795.8,41,42.81,19.17,-10.86,30.03,0,15978.82
4796.8,41,42.81,19.02,-10.86,29.88,0,15980.63
4797.8,41,42.65,19.85,-9.9,29.75,0,15982.28
4798.8,41,42.78,18.93,-10.68,29.61,0,15984.06
4799.8,41,42.49,20.55,-8.94,29.49,0,15985.55
4800.8,41,42.49,20.43,-8.94,29.37,0,15987.04
4801.8,41,42.49,20.31,-8.94,29.25,0,15988.53
4802.8,41,42.49,20.19,-8.94,29.13,0,15990.02
4803.8,41,42.46,20.25,-8.76,29.01,0,15991.48
4804.8,41,42.43,20.32,-8.58,28.9,0,15992.91
4805.8,41,42.43,20.2,-8.58,28.78,0,15994.34
4806.8,41,42.23,21.3,-7.38,28.68,0,15995.57
4807.8,41,42.17,21.57,-7.02,28.59,0,15996.74
4808.8,41,42.17,21.48,-7.02,28.5,0,15997.91
4809.8,41,42.17,21.38,-7.02,28.4,0,15999.08
4810.8,41,42.17,21.29,-7.02,28.31,0,16000.25
4811.8,41,42.17,21.19,-7.02,28.21,0,16001.42
4812.8,41,42.17,21.1,-7.02,28.12,0,16002.59
4813.8,41,42.14,21.19,-6.84,28.03,0,16003.73
4814.8,41,42.1,21.34,-6.6,27.94,0,16004.83
4815.8,41,41.97,22.04,-5.82,27.86,0,16005.8
4816.8,41,41.85,22.7,-5.1,27.8,0,16006.65
4817.8,41,41.91,22.26,-5.46,27.72,0,16007.56
4818.8,41,41.85,22.55,-5.1,27.65,0,16008.41
4819.8,41,41.88,22.3,-5.28,27.58,0,16009.29
4820.8,41,41.85,22.41,-5.1,27.51,0,16010.14
4821.8,41,41.85,22.35,-5.1,27.45,0,16010.99
4822.8,41,41.85,22.28,-5.1,27.38,0,16011.84
4823.8,41,41.85,22.21,-5.1,27.31,0,16012.69
4824.8,41,41.85,22.14,-5.1,27.24,0,16013.54
4825.8,41,41.81,22.32,-4.86,27.18,0,16014.35
4826.8,41,41.78,22.43,-4.68,27.11,0,16015.13
4827.8,41,41.85,21.95,-5.1,27.05,0,16015.98
4828.8,41,41.75,22.49,-4.5,26.99,0,16016.73
4829.8,41,41.75,22.43,-4.5,26.93,0,16017.48
4830.9,41,41.56,23.52,-3.36,26.88,0,16018.04
4831.9,41,41.52,23.72,-3.12,26.84,0,16018.56
4832.9,41,41.52,23.68,-3.12,26.8,0,16019.08
4833.9,41,41.52,23.64,-3.12,26.76,0,16019.6
4834.9,41,41.52,23.59,-3.12,26.71,0,16020.12
4835.9,41,41.52,23.55,-3.12,26.67,0,16020.64
4836.9,41,41.52,23.51,-3.12,26.63,0,16021.16
4837.9,41,41.52,23.47,-3.12,26.59,0,16021.68
4838.9,41,41.52,23.43,-3.12,26.55,0,16022.2
4839.9,41,41.52,23.39,-3.12,26.51,0,16022.72
4840.9,41,41.52,23.34,-3.12,26.46,0,16023.24
4841.9,41,41.52,23.3,-3.12,26.42,0,16023.76
4842.9,41,41.52,23.26,-3.12,26.38,0,16024.28
4843.9,41,41.52,23.22,-3.12,26.34,0,16024.8
4844.9,41,41.52,23.18,-3.12,26.3,0,16025.32
4845.9,41,41.52,23.14,-3.12,26.26,0,16025.84
4846.9,41,41.52,23.09,-3.12,26.21,0,16026.36
4847.9,41,41.52,23.05,-3.12,26.17,0,16026.88
4848.9,41,41.43,23.56,-2.58,26.14,0,16027.31
4849.9,41,41.36,23.95,-2.16,26.11,0,16027.67
4850.9,41,41.39,23.74,-2.34,26.08,0,16028.06
4851.9,41,41.46,23.28,-2.76,26.04,0,16028.52
4852.9,41,41.49,23.06,-2.94,26,0,16029.01
4853.9,41,41.52,22.84,-3.12,25.96,0,16029.53
4854.9,41,41.52,22.8,-3.12,25.92,0,16030.05
4855.9,41,41.39,23.55,-2.34,25.89,0,16030.44
4856.9,41,41.36,23.7,-2.16,25.86,0,16030.8
4857.9,41,41.39,23.49,-2.34,25.83,0,16031.19
4858.9,41,41.39,23.46,-2.34,25.8,0,16031.58
4859.9,41,41.33,23.79,-1.98,25.77,0,16031.91
4860.9,41,41.3,23.94,-1.8,25.74,0,16032.21
4861.9,41,41.23,24.35,-1.38,25.73,0,16032.44
4862.9,41,41.23,24.33,-1.38,25.71,0,16032.67
4863.9,41,41.27,24.07,-1.62,25.69,0,16032.94
4864.9,41,41.2,24.47,-1.2,25.67,0,16033.14
4865.9,41,41.23,24.27,-1.38,25.65,0,16033.37
4866.9,41,41.2,24.44,-1.2,25.64,0,16033.57
4867.9,41,41.2,24.42,-1.2,25.62,0,16033.77
4868.9,41,41.2,24.4,-1.2,25.6,0,16033.97
4869.9,41,41.2,24.39,-1.2,25.59,0,16034.17
4870.9,41,41.2,24.37,-1.2,25.57,0,16034.37
4872,41,41.2,24.36,-1.2,25.56,0,16034.57
4873,41,41.2,24.34,-1.2,25.54,0,16034.77
4874,41,41.2,24.32,-1.2,25.52,0,16034.97
4875,41,41.2,24.31,-1.2,25.51,0,16035.17
4876,41,41.2,24.29,-1.2,25.49,0,16035.37
4877,41,41.2,24.28,-1.2,25.48,0,16035.57
4878,41,41.2,24.26,-1.2,25.46,0,16035.77
4879,41,41.23,24.06,-1.38,25.44,0,16036
4880,41,41.2,24.22,-1.2,25.42,0,16036.2
4881,41,41.2,24.21,-1.2,25.41,0,16036.4
4882,41,41.2,24.19,-1.2,25.39,0,16036.6
4883,41,41.23,23.99,-1.38,25.37,0,16036.83
4884,41,41.23,23.98,-1.38,25.36,0,16037.06
4885,41,41.23,23.96,-1.38,25.34,0,16037.29
4886,41,41.23,23.94,-1.38,25.32,0,16037.52
4887,41,41.2,24.1,-1.2,25.3,0,16037.72
4888,41,41.27,23.66,-1.62,25.28,0,16037.99
4889,41,41.2,24.07,-1.2,25.27,0,16038.19
4890,41,41.3,23.44,-1.8,25.24,0,16038.49
4891,41,41.23,23.84,-1.38,25.22,0,16038.72
4892,41,41.23,23.82,-1.38,25.2,0,16038.95
4893,41,41.3,23.38,-1.8,25.18,0,16039.25
4894,41,41.27,23.54,-1.62,25.16,0,16039.52
4895,41,41.27,23.52,-1.62,25.14,0,16039.79
4896,41,41.3,23.31,-1.8,25.11,0,16040.09
4897,41,41.27,23.47,-1.62,25.09,0,16040.36
4898,41,41.33,23.08,-1.98,25.06,0,16040.69
4899,41,41.36,22.88,-2.16,25.04,0,16041.05
4900,41,41.33,23.03,-1.98,25.01,0,16041.38
4901,41,41.33,23,-1.98,24.98,0,16041.71
4902,41,41.33,22.98,-1.98,24.96,0,16042.04
4903,41,41.33,22.95,-1.98,24.93,0,16042.37
4904,41,41.43,22.32,-2.58,24.9,0,16042.8
4905,41,41.3,23.07,-1.8,24.87,0,16043.1
4906,41,41.27,23.23,-1.62,24.85,0,16043.37
4907,41,41.46,22.05,-2.76,24.81,0,16043.83
4908,41,41.46,22.02,-2.76,24.78,0,16044.29
4909,41,41.49,21.8,-2.94,24.74,0,16044.78
4910.1,41,41.39,22.37,-2.34,24.71,0,16045.17
4911.1,41,41.49,21.73,-2.94,24.67,0,16045.66
4912.1,41,41.49,21.69,-2.94,24.63,0,16046.15
4913.1,41,41.39,22.26,-2.34,24.6,0,16046.54
4914.1,41,41.43,21.98,-2.58,24.56,0,16046.97
4915.1,41,41.27,22.92,-1.62,24.54,0,16047.24
4916.1,41,41.43,21.92,-2.58,24.5,0,16047.67
4917.1,41,41.27,22.86,-1.62,24.48,0,16047.94
4918.1,41,41.3,22.66,-1.8,24.46,0,16048.24
4919.1,41,41.23,23.06,-1.38,24.44,0,16048.47
4920.1,41,41.39,22.07,-2.34,24.41,0,16048.86
4921.1,41,41.3,22.59,-1.8,24.39,0,16049.16
4922.1,41,41.23,22.99,-1.38,24.37,0,16049.39
4923.1,41,41.2,23.15,-1.2,24.35,0,16049.59
4924.1,41,41.23,22.95,-1.38,24.33,0,16049.82
4925.1,41,41.3,22.51,-1.8,24.31,0,16050.12
4926.1,41,41.23,22.91,-1.38,24.29,0,16050.35
4927.1,41,41.2,23.07,-1.2,24.27,0,16050.55
4928.1,41,41.2,23.06,-1.2,24.26,0,16050.75
4929.1,41,41.2,23.04,-1.2,24.24,0,16050.95
4930.1,41,41.2,23.03,-1.2,24.23,0,16051.15
4931.1,41,41.2,23.01,-1.2,24.21,0,16051.35
4932.1,41,41.23,22.81,-1.38,24.19,0,16051.58
4933.1,41,41.2,22.98,-1.2,24.18,0,16051.78
4934.1,41,41.2,22.96,-1.2,24.16,0,16051.98
4935.1,41,41.2,22.94,-1.2,24.14,0,16052.18
4936.1,41,41.2,22.93,-1.2,24.13,0,16052.38
4937.1,41,41.2,22.91,-1.2,24.11,0,16052.58
4938.1,41,41.2,22.9,-1.2,24.1,0,16052.78
4939.1,41,41.2,22.88,-1.2,24.08,0,16052.98
4940.1,41,41.2,22.86,-1.2,24.06,0,16053.18
4941.1,41,41.2,22.85,-1.2,24.05,0,16053.38
4942.1,41,41.2,22.83,-1.2,24.03,0,16053.58
4943.1,41,41.2,22.82,-1.2,24.02,0,16053.78
4944.1,41,41.2,22.8,-1.2,24,0,16053.98
4945.1,41,41.2,22.78,-1.2,23.98,0,16054.18
4946.1,41,41.2,22.77,-1.2,23.97,0,16054.38
4947.1,41,41.2,22.75,-1.2,23.95,0,16054.58
4948.1,41,41.2,22.73,-1.2,23.93,0,16054.78
4949.1,41,41.2,22.72,-1.2,23.92,0,16054.98
4950.1,41,41.2,22.7,-1.2,23.9,0,16055.18
4951.1,41,41.2,22.69,-1.2,23.89,0,16055.38
4952.1,41,41.2,22.67,-1.2,23.87,0,16055.58
4953.1,41,41.2,22.65,-1.2,23.85,0,16055.78
4954.1,41,41.2,22.64,-1.2,23.84,0,16055.98
4955.1,41,41.2,22.62,-1.2,23.82,0,16056.18
4956.1,41,41.2,22.61,-1.2,23.81,0,16056.38
4957.1,41,41.2,22.59,-1.2,23.79,0,16056.58
4958.1,41,41.2,22.57,-1.2,23.77,0,16056.78
4959.1,41,41.2,22.56,-1.2,23.76,0,16056.98
4960.1,41,41.2,22.54,-1.2,23.74,0,16057.18
4961.1,41,41.2,22.53,-1.2,23.73,0,16057.38
4962.1,41,41.2,22.51,-1.2,23.71,0,16057.58
4963.2,41,41.2,22.49,-1.2,23.69,0,16057.78
4964.2,41,41.2,22.48,-1.2,23.68,0,16057.98
4965.2,41,41.2,22.46,-1.2,23.66,0,16058.18
4966.2,41,41.2,22.45,-1.2,23.65,0,16058.38
4967.2,41,41.2,22.43,-1.2,23.63,0,16058.58
4968.2,41,41.2,22.41,-1.2,23.61,0,16058.78
4969.2,41,41.2,22.4,-1.2,23.6,0,16058.98
4970.2,41,41.2,22.38,-1.2,23.58,0,16059.18
4971.2,41,41.2,22.37,-1.2,23.57,0,16059.38
4972.2,41,41.2,22.35,-1.2,23.55,0,16059.58
4973.2,41,41.2,22.33,-1.2,23.53,0,16059.78
4974.2,41,41.2,22.32,-1.2,23.52,0,16059.98
4975.2,41,41.17,22.48,-1.02,23.5,0,16060.15
4976.2,41,41.2,22.29,-1.2,23.49,0,16060.35
4977.2,41,41.2,22.27,-1.2,23.47,0,16060.55
4978.2,41,41.2,22.26,-1.2,23.46,0,16060.75
4979.2,41,41.2,22.24,-1.2,23.44,0,16060.95
4980.2,41,41.2,22.22,-1.2,23.42,0,16061.15
4981.2,41,41.17,22.39,-1.02,23.41,0,16061.32
4982.2,41,41.17,22.38,-1.02,23.4,0,16061.49
4983.2,41,41.2,22.18,-1.2,23.38,0,16061.69
4984.2,41,41.2,22.16,-1.2,23.36,0,16061.89
4985.2,41,41.2,22.15,-1.2,23.35,0,16062.09
4986.2,41,41.14,22.5,-0.84,23.34,0,16062.23
4987.2,41,41.2,22.12,-1.2,23.32,0,16062.43
4988.2,41,41.2,22.11,-1.2,23.31,0,16062.63
4989.2,41,41.2,22.09,-1.2,23.29,0,16062.83
4990.2,41,41.14,22.44,-0.84,23.28,0,16062.97
4991.2,41,41.2,22.06,-1.2,23.26,0,16063.17
4992.2,41,41.2,22.05,-1.2,23.25,0,16063.37
4993.2,41,41.2,22.03,-1.2,23.23,0,16063.57
4994.2,41,41.14,22.38,-0.84,23.22,0,16063.71
4995.2,41,41.2,22,-1.2,23.2,0,16063.91
4996.2,41,41.14,22.35,-0.84,23.19,0,16064.05
4997.2,41,41.04,22.95,-0.24,23.19,0,16064.09
4998.2,41,41.2,21.97,-1.2,23.17,0,16064.29
4999.2,41,41.2,21.96,-1.2,23.16,0,16064.49
5000.2,41,41.1,22.55,-0.6,23.15,0,16064.59
5001.2,41,41.01,23.09,-0.06,23.15,0,16064.6
5002.2,41,41.01,23.09,-0.06,23.15,0,16064.61
5003.2,41,40.98,23.27,0.12,23.15,0,16064.63
5004.2,41,41.01,23.09,-0.06,23.15,0,16064.64
5005.2,41,41.1,22.54,-0.6,23.14,0,16064.74
5006.3,41,41.04,22.9,-0.24,23.14,0,16064.78
5007.3,41,40.94,23.5,0.36,23.14,0,16064.84
5008.3,41,40.91,23.69,0.54,23.15,0,16064.93
5009.3,41,40.98,23.27,0.12,23.15,0,16064.95
5010.3,41,40.91,23.7,0.54,23.16,0,16065.04
5011.3,41,40.88,23.89,0.72,23.17,0,16065.16
5012.3,41,40.91,23.71,0.54,23.17,0,16065.25
5013.3,41,40.88,23.9,0.72,23.18,0,16065.37
5014.3,41,40.88,23.91,0.72,23.19,0,16065.49
5015.3,41,40.88,23.92,0.72,23.2,0,16065.61
5016.3,41,40.88,23.93,0.72,23.21,0,16065.73
5017.3,41,40.88,23.94,0.72,23.22,0,16065.85
5018.3,41,40.91,23.77,0.54,23.23,0,16065.94
5019.3,41,40.88,23.96,0.72,23.24,0,16066.06
5020.3,41,40.88,23.97,0.72,23.25,0,16066.18
5021.3,41,40.88,23.98,0.72,23.26,0,16066.3
5022.3,41,40.88,23.99,0.72,23.27,0,16066.42
5023.3,41,40.88,24,0.72,23.28,0,16066.54
5024.3,41,40.91,23.82,0.54,23.28,0,16066.63
5025.3,41,40.88,24.01,0.72,23.29,0,16066.75
5026.3,41,40.88,24.02,0.72,23.3,0,16066.87
5027.3,41,40.88,24.03,0.72,23.31,0,16066.99
5028.3,41,40.88,24.04,0.72,23.32,0,16067.11
5029.3,41,40.88,24.05,0.72,23.33,0,16067.23
5030.3,41,40.91,23.88,0.54,23.34,0,16067.32
5031.3,41,40.88,24.07,0.72,23.35,0,16067.44
5032.3,41,40.88,24.08,0.72,23.36,0,16067.56
5033.3,54,40.88,100,78.72,23.36,0,16080.68
5034.3,54,40.88,100,78.72,23.36,0,16093.8
5035.3,54,40.91,100,78.54,23.36,0,16106.89
5036.3,54,40.88,100,78.72,23.36,0,16120.01
5037.3,54,40.91,100,78.54,23.36,0,16133.1
5038.3,54,40.94,100,78.36,23.36,0,16146.16
5039.4,54,40.91,100,78.54,23.36,0,16159.25
5040.4,54,41.1,100,77.4,23.36,0,16172.15
5041.4,54,41.17,100,76.98,23.36,0,16184.98
5042.4,54,41.17,100,76.98,23.36,0,16197.81
5043.4,54,41.2,100,76.8,23.36,0,16210.61
5044.4,54,41.2,100,76.8,23.36,0,16223.41
5045.4,54,41.3,100,76.2,23.36,0,16236.11
5046.4,54,41.52,99.24,74.88,24.36,0,16248.59
5047.4,54,41.52,100,74.88,24.36,0,16261.07
5048.4,54,41.52,100,74.88,24.36,0,16273.55
5049.4,54,41.68,99.27,73.92,25.35,0,16285.87
5050.4,54,41.85,99.22,72.9,26.32,0,16298.02
5051.4,54,41.85,100,72.9,26.32,0,16310.17
5052.4,54,42.14,98.44,71.16,27.28,0,16322.03
5053.4,54,42.17,99.2,70.98,28.22,0,16333.86
5054.4,54,42.43,98.57,69.42,29.15,0,16345.43
5055.4,54,42.49,99.13,69.06,30.07,0,16356.94
5056.4,54,42.81,98.11,67.14,30.97,0,16368.13
5057.4,54,42.81,99.01,67.14,31.87,0,16379.32
5058.4,54,43.01,98.69,65.94,32.75,0,16390.31
5059.4,54,43.13,98.84,65.22,33.62,0,16401.18
5060.4,54,43.46,97.71,63.24,34.47,0,16411.72
5061.4,54,43.75,96.79,61.5,35.29,0,16421.97
5062.4,54,43.78,97.44,61.32,36.12,0,16432.19
5063.4,54,44.1,96.31,59.4,36.91,0,16442.09
5064.4,54,44.13,96.92,59.22,37.7,0,16451.96
5065.4,54,44.42,95.95,57.48,38.47,0,16461.54
5066.4,54,44.62,95.5,56.28,39.22,0,16470.92
5067.4,54,44.75,95.46,55.5,39.96,0,16480.17
5068.4,54,45.07,94.26,53.58,40.68,0,16489.1
5069.4,54,45.26,93.82,52.44,41.38,0,16497.84
5070.4,54,45.39,93.73,51.66,42.07,0,16506.45
5071.5,54,45.71,92.48,49.74,42.74,0,16514.74
5072.5,54,45.84,92.35,48.96,43.39,0,16522.9
5073.5,54,46.04,91.79,47.76,44.03,0,16530.86
5074.5,54,46.36,90.49,45.84,44.65,0,16538.5
5075.5,54,46.55,89.94,44.7,45.24,0,16545.95
5076.5,54,46.68,89.75,43.92,45.83,0,16553.27
5077.5,54,47,88.39,42,46.39,0,16560.27
5078.5,54,47.32,87,40.08,46.92,0,16566.95
5079.5,54,47.42,86.93,39.48,47.45,0,16573.53
5080.5,54,47.65,86.06,38.1,47.96,0,16579.88
5081.5,54,47.97,84.63,36.18,48.45,0,16585.91
5082.5,54,47.97,85.11,36.18,48.93,0,16591.94
5083.5,54,48.29,83.65,34.26,49.39,0,16597.65
5084.5,54,48.61,82.16,32.34,49.82,0,16603.04
5085.5,54,48.87,81.01,30.78,50.23,0,16608.17
5086.5,54,48.94,80.99,30.36,50.63,0,16613.23
5087.5,54,49.26,79.45,28.44,51.01,0,16617.97
5088.5,54,49.55,78.07,26.7,51.37,0,16622.42
5089.5,54,49.58,78.25,26.52,51.73,0,16626.84
5090.5,54,49.9,76.66,24.6,52.06,0,16630.94
5091.5,54,50.22,75.04,22.68,52.36,0,16634.72
5092.5,54,50.26,75.1,22.44,52.66,0,16638.46
5093.5,54,50.55,73.64,20.7,52.94,0,16641.91
5094.5,54,50.74,72.76,19.56,53.2,0,16645.17
5095.5,54,50.87,72.23,18.78,53.45,0,16648.3
5096.5,54,51.19,70.53,16.86,53.67,0,16651.11
5097.5,54,51.19,70.76,16.86,53.9,0,16653.92
5098.5,54,51.51,69.04,14.94,54.1,0,16656.41
5099.5,54,51.51,69.24,14.94,54.3,0,16658.9
5100.5,54,51.84,67.43,12.96,54.47,0,16661.06
5101.5,54,51.87,67.42,12.78,54.64,0,16663.19
5102.5,54,52.16,65.83,11.04,54.79,0,16665.03
5103.5,54,52.19,65.8,10.86,54.94,0,16666.84
5104.5,54,52.48,64.18,9.12,55.06,0,16668.36
5105.5,54,52.51,64.12,8.94,55.18,0,16669.85
5106.5,54,52.8,62.47,7.2,55.27,0,16671.05
5107.5,54,53,61.35,6,55.35,0,16672.05
5108.6,54,53.13,60.64,5.22,55.42,0,16672.92
5109.6,54,53.19,60.35,4.86,55.49,0,16673.73
5110.6,54,53.45,58.83,3.3,55.53,0,16674.28
5111.6,54,53.51,58.51,2.94,55.57,0,16674.77
5112.6,54,53.77,56.97,1.38,55.59,0,16675
5113.6,54,53.8,56.81,1.2,55.61,0,16675.2
5114.6,54,54.09,55.06,-0.54,55.6,0,16675.29
5115.6,54,54.09,55.05,-0.54,55.59,0,16675.38
5116.6,54,54.22,54.26,-1.32,55.58,0,16675.6
5117.6,54,54.41,53.08,-2.46,55.54,0,16676.01
5118.6,54,54.41,53.05,-2.46,55.51,0,16676.42
5119.6,54,54.51,52.41,-3.06,55.47,0,16676.93
5120.6,54,54.74,50.97,-4.44,55.41,0,16677.67
5121.6,54,54.74,50.91,-4.44,55.35,0,16678.41
5122.6,54,54.77,50.67,-4.62,55.29,0,16679.18
5123.6,54,55.03,49.03,-6.18,55.21,0,16680.21
5124.6,54,55.06,48.76,-6.36,55.12,0,16681.27
5125.6,54,55.06,48.68,-6.36,55.04,0,16682.33
5126.6,54,55.09,48.41,-6.54,54.95,0,16683.42
5127.6,54,55.35,46.74,-8.1,54.84,0,16684.77
5128.6,54,55.38,46.45,-8.28,54.73,0,16686.15
5129.6,54,55.38,46.34,-8.28,54.62,0,16687.53
5130.6,54,55.48,45.62,-8.88,54.5,0,16689.01
5131.6,54,55.48,45.5,-8.88,54.38,0,16690.49
5132.6,54,55.67,44.23,-10.02,54.25,0,16692.16
5133.6,54,55.7,43.91,-10.2,54.11,0,16693.86
5134.6,54,55.7,43.78,-10.2,53.98,0,16695.56
5135.6,54,55.77,43.21,-10.62,53.83,0,16697.33
5136.6,54,55.93,42.1,-11.58,53.68,0,16699.26
5137.6,54,56.03,41.34,-12.18,53.52,0,16701.29
5138.6,54,56.03,41.17,-12.18,53.35,0,16703.32
5139.6,54,56.06,40.83,-12.36,53.19,0,16705.38
5140.6,54,56.09,40.48,-12.54,53.02,0,16707.47
5141.6,54,56.09,40.31,-12.54,52.85,0,16709.56
5142.6,54,56.22,39.36,-13.32,52.68,0,16711.78
5143.6,54,56.32,38.57,-13.92,52.49,0,16714.1
5144.6,54,56.35,38.2,-14.1,52.3,0,16716.45
5145.6,54,56.35,38.01,-14.1,52.11,0,16718.8
5146.6,54,56.35,37.83,-14.1,51.93,0,16721.15
5147.6,54,56.35,37.64,-14.1,51.74,0,16723.5
5148.6,54,56.35,37.45,-14.1,51.55,0,16725.85
5149.6,54,56.35,37.26,-14.1,51.36,0,16728.2
5150.6,54,56.35,37.07,-14.1,51.17,0,16730.55
5151.6,54,56.35,36.88,-14.1,50.98,0,16732.9
5152.7,54,56.35,36.69,-14.1,50.79,0,16735.25
5153.7,54,56.35,36.51,-14.1,50.61,0,16737.6
5154.7,54,56.35,36.32,-14.1,50.42,0,16739.95
5155.7,54,56.35,36.13,-14.1,50.23,0,16742.3
5156.7,54,56.35,35.94,-14.1,50.04,0,16744.65
5157.7,54,56.35,35.75,-14.1,49.85,0,16747
5158.7,54,56.35,35.56,-14.1,49.66,0,16749.35
5159.7,54,56.38,35.19,-14.28,49.47,0,16751.73
5160.7,54,56.35,35.18,-14.1,49.28,0,16754.08
5161.7,54,56.35,34.99,-14.1,49.09,0,16756.43
5162.7,54,56.35,34.81,-14.1,48.91,0,16758.78
5163.7,54,56.35,34.62,-14.1,48.72,0,16761.13
5164.7,54,56.35,34.43,-14.1,48.53,0,16763.48
5165.7,54,56.35,34.24,-14.1,48.34,0,16765.83
5166.7,54,56.35,34.05,-14.1,48.15,0,16768.18
5167.7,54,56.35,33.86,-14.1,47.96,0,16770.53
5168.7,54,56.35,33.67,-14.1,47.77,0,16772.88
5169.7,54,56.35,33.48,-14.1,47.58,0,16775.23
5170.7,54,56.32,33.48,-13.92,47.4,0,16777.55
5171.7,54,56.35,33.11,-14.1,47.21,0,16779.9
5172.7,54,56.32,33.1,-13.92,47.02,0,16782.22
5173.7,54,56.25,33.34,-13.5,46.84,0,16784.47
5174.7,54,56.19,33.53,-13.14,46.67,0,16786.66
5175.7,54,56.03,34.32,-12.18,46.5,0,16788.69
5176.7,54,56.03,34.16,-12.18,46.34,0,16790.72
5177.7,54,56.03,34,-12.18,46.18,0,16792.75
5178.7,54,56.03,33.84,-12.18,46.02,0,16794.78
5179.7,54,56.03,33.67,-12.18,45.85,0,16796.81
5180.7,54,56.03,33.51,-12.18,45.69,0,16798.84
5181.7,54,56.03,33.35,-12.18,45.53,0,16800.87
5182.7,54,56.03,33.19,-12.18,45.37,0,16802.9
5183.7,54,56.03,33.02,-12.18,45.2,0,16804.93
5184.7,54,56.03,32.86,-12.18,45.04,0,16806.96
5185.8,54,55.99,32.94,-11.94,44.88,0,16808.95
5186.8,54,55.8,33.94,-10.8,44.74,0,16810.75
5187.8,54,55.7,34.4,-10.2,44.6,0,16812.45
5188.8,54,55.7,34.26,-10.2,44.46,0,16814.15
5189.8,54,55.7,34.13,-10.2,44.33,0,16815.85
