tm,Tsp1,T1,Q1,P,ierr,D,iae
2807.9,67,67.24,63.55,-1.44,64.99,0,10055.92
2809,67,67.24,63.53,-1.44,64.97,0,10056.16
2810,67,67.21,63.69,-1.26,64.95,0,10056.37
2811,67,67.14,64.1,-0.84,64.94,0,10056.51
2812,67,67.14,64.09,-0.84,64.93,0,10056.65
2813,67,67.11,64.26,-0.66,64.92,0,10056.76
2814,67,67.05,64.62,-0.3,64.92,0,10056.81
2815,67,67.11,64.25,-0.66,64.91,0,10056.92
2816,67,67.01,64.85,-0.06,64.91,0,10056.93
2817,67,67.05,64.6,-0.3,64.9,0,10056.98
2818,67,67.14,64.05,-0.84,64.89,0,10057.12
2819,67,67.05,64.59,-0.3,64.89,0,10057.17
2820,67,66.98,65.01,0.12,64.89,0,10057.19
2821,67,67.05,64.59,-0.3,64.89,0,10057.24
2822,67,67.05,64.58,-0.3,64.88,0,10057.29
2823,67,66.98,65,0.12,64.88,0,10057.31
2824,67,67.01,64.82,-0.06,64.88,0,10057.32
2825,67,67.01,64.82,-0.06,64.88,0,10057.33
2826,67,66.98,65,0.12,64.88,0,10057.35
2827,67,67.01,64.82,-0.06,64.88,0,10057.36
2828,67,67.05,64.58,-0.3,64.88,0,10057.41
2829,67,66.98,65,0.12,64.88,0,10057.43
2830,67,66.98,65,0.12,64.88,0,10057.45
2831,67,67.01,64.82,-0.06,64.88,0,10057.46
2832,67,66.98,65,0.12,64.88,0,10057.48
2833,67,66.98,65,0.12,64.88,0,10057.5
2834,67,67.08,64.4,-0.48,64.88,0,10057.58
2835,67,67.11,64.21,-0.66,64.87,0,10057.69
2836,67,67.14,64.02,-0.84,64.86,0,10057.83
2837,67,67.08,64.37,-0.48,64.85,0,10057.91
2838,67,67.14,64,-0.84,64.84,0,10058.05
2839,67,67.18,63.75,-1.08,64.83,0,10058.23
2840,67,67.18,63.73,-1.08,64.81,0,10058.41
2841,67,67.24,63.35,-1.44,64.79,0,10058.65
2842.1,67,67.14,63.94,-0.84,64.78,0,10058.79
2843.1,67,67.08,64.29,-0.48,64.77,0,10058.87
2844.1,67,67.11,64.1,-0.66,64.76,0,10058.98
2845.1,67,67.05,64.46,-0.3,64.76,0,10059.03
2846.1,67,67.05,64.46,-0.3,64.76,0,10059.08
2847.1,67,67.14,63.91,-0.84,64.75,0,10059.22
2848.1,67,67.14,63.89,-0.84,64.73,0,10059.36
2849.1,67,67.18,63.64,-1.08,64.72,0,10059.54
2850.1,67,67.27,63.08,-1.62,64.7,0,10059.81
2851.1,67,67.18,63.6,-1.08,64.68,0,10059.99
2852.1,67,67.3,62.86,-1.8,64.66,0,10060.29
2853.1,67,67.21,63.38,-1.26,64.64,0,10060.5
2854.1,67,67.11,63.97,-0.66,64.63,0,10060.61
2855.1,67,67.05,64.33,-0.3,64.63,0,10060.66
2856.1,67,66.98,64.75,0.12,64.63,0,10060.68
2857.1,67,67.01,64.57,-0.06,64.63,0,10060.69
2858.1,67,66.98,64.75,0.12,64.63,0,10060.71
2859.1,67,67.01,64.57,-0.06,64.63,0,10060.72
2860.1,67,67.14,63.78,-0.84,64.62,0,10060.86
2861.1,67,67.11,63.95,-0.66,64.61,0,10060.97
2862.1,67,67.24,63.15,-1.44,64.59,0,10061.21
2863.1,67,67.3,62.77,-1.8,64.57,0,10061.51
2864.1,67,67.14,63.72,-0.84,64.56,0,10061.65
2865.1,67,67.27,62.92,-1.62,64.54,0,10061.92
2866.1,67,67.27,62.89,-1.62,64.51,0,10062.19
2867.1,67,67.27,62.87,-1.62,64.49,0,10062.46
2868.1,67,67.14,63.64,-0.84,64.48,0,10062.6
2869.1,67,67.08,63.99,-0.48,64.47,0,10062.68
2870.1,67,67.08,63.99,-0.48,64.47,0,10062.76
2871.1,67,67.05,64.16,-0.3,64.46,0,10062.81
2872.1,67,66.98,64.59,0.12,64.47,0,10062.83
2873.1,67,66.98,64.59,0.12,64.47,0,10062.85
2874.1,67,66.98,64.59,0.12,64.47,0,10062.87
2875.1,67,66.98,64.59,0.12,64.47,0,10062.89
2876.1,67,66.98,64.59,0.12,64.47,0,10062.91
2877.1,67,66.98,64.59,0.12,64.47,0,10062.93
2878.1,67,66.98,64.6,0.12,64.48,0,10062.95
2879.1,67,66.98,64.6,0.12,64.48,0,10062.97
2880.1,67,66.98,64.6,0.12,64.48,0,10062.99
2881.2,67,66.98,64.6,0.12,64.48,0,10063.01
2882.2,67,66.98,64.6,0.12,64.48,0,10063.03
2883.2,67,66.98,64.6,0.12,64.48,0,10063.05
2884.2,67,66.98,64.61,0.12,64.49,0,10063.07
2885.2,67,66.98,64.61,0.12,64.49,0,10063.09
2886.2,67,66.98,64.61,0.12,64.49,0,10063.11
2887.2,67,66.98,64.61,0.12,64.49,0,10063.13
2888.2,67,66.98,64.61,0.12,64.49,0,10063.15
2889.2,67,66.98,64.61,0.12,64.49,0,10063.17
2890.2,67,66.98,64.61,0.12,64.49,0,10063.19
2891.2,67,66.98,64.62,0.12,64.5,0,10063.21
2892.2,67,66.98,64.62,0.12,64.5,0,10063.23
2893.2,67,66.98,64.62,0.12,64.5,0,10063.25
2894.2,67,66.98,64.62,0.12,64.5,0,10063.27
2895.2,67,66.98,64.62,0.12,64.5,0,10063.29
2896.2,67,66.98,64.62,0.12,64.5,0,10063.31
2897.2,67,66.98,64.63,0.12,64.51,0,10063.33
2898.2,67,66.98,64.63,0.12,64.51,0,10063.35
2899.2,67,66.98,64.63,0.12,64.51,0,10063.37
2900.2,67,66.98,64.63,0.12,64.51,0,10063.39
2901.2,67,66.98,64.63,0.12,64.51,0,10063.41
2902.2,67,66.98,64.63,0.12,64.51,0,10063.43
2903.2,67,66.95,64.82,0.3,64.52,0,10063.48
2904.2,67,66.95,64.82,0.3,64.52,0,10063.53
2905.2,67,66.98,64.64,0.12,64.52,0,10063.55
2906.2,67,66.98,64.65,0.12,64.53,0,10063.57
2907.2,67,66.98,64.65,0.12,64.53,0,10063.59
2908.2,67,66.98,64.65,0.12,64.53,0,10063.61
2909.2,67,66.98,64.65,0.12,64.53,0,10063.63
2910.2,67,66.98,64.65,0.12,64.53,0,10063.65
2911.2,67,66.98,64.65,0.12,64.53,0,10063.67
2912.2,67,66.98,64.65,0.12,64.53,0,10063.69
2913.2,67,66.95,64.84,0.3,64.54,0,10063.74
2914.2,67,66.98,64.66,0.12,64.54,0,10063.76
2915.2,67,66.98,64.66,0.12,64.54,0,10063.78
2916.2,67,66.98,64.66,0.12,64.54,0,10063.8
2917.2,67,66.98,64.67,0.12,64.55,0,10063.82
2918.2,67,66.98,64.67,0.12,64.55,0,10063.84
2919.2,67,66.98,64.67,0.12,64.55,0,10063.86
2920.2,67,66.98,64.67,0.12,64.55,0,10063.88
2921.2,67,66.98,64.67,0.12,64.55,0,10063.9
2922.2,67,66.98,64.67,0.12,64.55,0,10063.92
2923.2,67,66.95,64.86,0.3,64.56,0,10063.97
2924.3,67,66.98,64.68,0.12,64.56,0,10063.99
2925.3,67,66.98,64.68,0.12,64.56,0,10064.01
2926.3,67,66.98,64.68,0.12,64.56,0,10064.03
2927.3,67,66.98,64.68,0.12,64.56,0,10064.05
2928.3,67,66.98,64.69,0.12,64.57,0,10064.07
2929.3,67,66.98,64.69,0.12,64.57,0,10064.09
2930.3,67,66.98,64.69,0.12,64.57,0,10064.11
2931.3,67,66.98,64.69,0.12,64.57,0,10064.13
2932.3,67,66.98,64.69,0.12,64.57,0,10064.15
2933.3,67,66.98,64.69,0.12,64.57,0,10064.17
2934.3,67,66.98,64.69,0.12,64.57,0,10064.19
2935.3,67,66.98,64.7,0.12,64.58,0,10064.21
2936.3,67,66.98,64.7,0.12,64.58,0,10064.23
2937.3,67,66.98,64.7,0.12,64.58,0,10064.25
2938.3,67,66.98,64.7,0.12,64.58,0,10064.27
2939.3,67,66.98,64.7,0.12,64.58,0,10064.29
2940.3,67,66.98,64.7,0.12,64.58,0,10064.31
2941.3,67,66.98,64.71,0.12,64.59,0,10064.33
2942.3,67,66.98,64.71,0.12,64.59,0,10064.35
2943.3,67,66.98,64.71,0.12,64.59,0,10064.37
2944.3,67,66.98,64.71,0.12,64.59,0,10064.39
2945.3,67,66.98,64.71,0.12,64.59,0,10064.41
2946.3,67,66.98,64.71,0.12,64.59,0,10064.43
2947.3,67,66.98,64.72,0.12,64.6,0,10064.45
2948.3,67,66.98,64.72,0.12,64.6,0,10064.47
2949.3,67,66.98,64.72,0.12,64.6,0,10064.49
2950.3,67,66.98,64.72,0.12,64.6,0,10064.51
2951.3,67,66.98,64.72,0.12,64.6,0,10064.53
2952.3,67,66.98,64.72,0.12,64.6,0,10064.55
2953.3,67,66.98,64.73,0.12,64.61,0,10064.57
2954.3,67,66.98,64.73,0.12,64.61,0,10064.59
2955.3,67,66.98,64.73,0.12,64.61,0,10064.61
2956.3,67,66.95,64.91,0.3,64.61,0,10064.66
2957.3,67,66.98,64.73,0.12,64.61,0,10064.68
2958.3,67,66.98,64.74,0.12,64.62,0,10064.7
2959.3,67,66.98,64.74,0.12,64.62,0,10064.72
2960.3,67,66.98,64.74,0.12,64.62,0,10064.74
2961.4,67,66.98,64.74,0.12,64.62,0,10064.76
2962.4,67,66.98,64.74,0.12,64.62,0,10064.78
2963.4,67,66.98,64.74,0.12,64.62,0,10064.8
2964.4,67,66.98,64.75,0.12,64.63,0,10064.82
2965.4,67,66.98,64.75,0.12,64.63,0,10064.84
2966.4,67,66.98,64.75,0.12,64.63,0,10064.86
2967.4,67,66.98,64.75,0.12,64.63,0,10064.88
2968.4,67,66.98,64.75,0.12,64.63,0,10064.9
2969.4,67,66.98,64.75,0.12,64.63,0,10064.92
2970.4,67,66.98,64.76,0.12,64.64,0,10064.94
2971.4,67,66.98,64.76,0.12,64.64,0,10064.96
2972.4,67,66.98,64.76,0.12,64.64,0,10064.98
2973.4,67,67.01,64.58,-0.06,64.64,0,10064.99
2974.4,67,67.01,64.58,-0.06,64.64,0,10065
2975.4,67,66.98,64.76,0.12,64.64,0,10065.02
2976.4,67,66.98,64.76,0.12,64.64,0,10065.04
2977.4,67,66.98,64.76,0.12,64.64,0,10065.06
2978.4,67,66.98,64.76,0.12,64.64,0,10065.08
2979.4,67,66.98,64.76,0.12,64.64,0,10065.1
2980.4,46,67.01,0,-126.06,64.64,0,10086.11
2981.4,46,67.01,0,-126.06,64.64,0,10107.12
2982.4,46,66.98,0,-125.88,64.64,0,10128.1
2983.4,46,66.98,0,-125.88,64.64,0,10149.08
2984.4,46,66.98,0,-125.88,64.64,0,10170.06
2985.4,46,66.98,0,-125.88,64.64,0,10191.04
2986.4,46,66.98,0,-125.88,64.64,0,10212.02
2987.4,46,66.98,0,-125.88,64.64,0,10233
2988.4,46,66.98,0,-125.88,64.64,0,10253.98
2989.4,46,66.98,0,-125.88,64.64,0,10274.96
2990.4,46,66.95,0,-125.7,64.64,0,10295.91
2991.4,46,66.66,0,-123.96,64.64,0,10316.57
2992.4,46,66.66,0,-123.96,64.64,0,10337.23
2993.4,46,66.66,0,-123.96,64.64,0,10357.89
2994.4,46,66.63,0,-123.78,64.64,0,10378.52
2995.4,46,66.34,0,-122.04,64.64,0,10398.86
2996.4,46,66.34,0,-122.04,64.64,0,10419.2
2997.4,46,66.34,0,-122.04,64.64,0,10439.54
2998.5,46,66.02,0,-120.12,64.64,0,10459.56
2999.5,46,66.02,0,-120.12,64.64,0,10479.58
3000.5,46,65.85,0,-119.1,64.64,0,10499.43
3001.5,46,65.69,0,-118.14,64.64,0,10519.12
3002.5,46,65.66,0,-117.96,64.64,0,10538.78
3003.5,46,65.37,0,-116.22,64.64,0,10558.15
3004.5,46,65.37,0,-116.22,64.64,0,10577.52
3005.5,46,65.05,0,-114.3,64.64,0,10596.57
3006.5,46,65.05,0,-114.3,64.64,0,10615.62
3007.5,46,64.86,0,-113.16,64.64,0,10634.48
3008.5,46,64.73,0,-112.38,64.64,0,10653.21
3009.5,46,64.66,0,-111.96,64.64,0,10671.87
3010.5,46,64.4,0,-110.4,64.64,0,10690.27
3011.5,46,64.28,0,-109.68,64.64,0,10708.55
3012.5,46,64.08,0,-108.48,64.64,0,10726.63
3013.5,46,63.76,0,-106.56,64.64,0,10744.39
3014.5,46,63.76,0,-106.56,64.64,0,10762.15
3015.5,46,63.47,0,-104.82,64.64,0,10779.62
3016.5,46,63.44,0,-104.64,64.64,0,10797.06
3017.5,46,63.12,0,-102.72,64.64,0,10814.18
3018.5,46,63.12,0,-102.72,64.64,0,10831.3
3019.5,46,62.79,0,-100.74,64.64,0,10848.09
3020.5,46,62.76,0,-100.56,64.64,0,10864.85
3021.5,46,62.47,0,-98.82,64.64,0,10881.32
3022.5,46,62.47,0,-98.82,64.64,0,10897.79
3023.5,46,62.15,0,-96.9,64.64,0,10913.94
3024.5,46,61.89,0,-95.34,64.64,0,10929.83
3025.5,46,61.83,0,-94.98,64.64,0,10945.66
3026.5,46,61.5,0,-93,64.64,0,10961.16
3027.5,46,61.21,0,-91.26,64.64,0,10976.37
3028.5,46,61.15,0,-90.9,64.64,0,10991.52
3029.5,46,60.86,0,-89.16,64.64,0,11006.38
3030.5,46,60.57,0,-87.42,64.64,0,11020.95
3031.5,46,60.54,0,-87.24,64.64,0,11035.49
3032.5,46,60.21,0,-85.26,64.64,0,11049.7
3033.5,46,60.21,0,-85.26,64.64,0,11063.91
3034.5,46,59.89,0,-83.34,64.64,0,11077.8
3035.5,46,59.63,0,-81.78,64.64,0,11091.43
3036.5,46,59.57,0,-81.42,64.64,0,11105
3037.5,46,59.25,0,-79.5,64.64,0,11118.25
3038.5,46,59.25,0,-79.5,64.64,0,11131.5
3039.5,46,58.93,0,-77.58,64.64,0,11144.43
3040.5,46,58.7,0,-76.2,64.64,0,11157.13
3041.5,46,58.6,0,-75.6,64.64,0,11169.73
3042.6,46,58.31,0,-73.86,64.64,0,11182.04
3043.6,46,58.28,0,-73.68,64.64,0,11194.32
3044.6,46,57.96,0,-71.76,64.64,0,11206.28
3045.6,46,57.89,0,-71.34,64.64,0,11218.17
3046.6,46,57.64,0,-69.84,64.64,0,11229.81
3047.6,46,57.31,0,-67.86,64.64,0,11241.12
3048.6,46,57.28,0,-67.68,64.64,0,11252.4
3049.6,46,56.99,0,-65.94,64.64,0,11263.39
3050.6,46,56.93,0,-65.58,64.64,0,11274.32
3051.6,46,56.67,0,-64.02,64.64,0,11284.99
3052.6,46,56.48,0.93,-62.88,63.81,0,11295.47
3053.6,46,56.35,0.88,-62.1,62.98,0,11305.82
3054.6,46,56.03,1.99,-60.18,62.17,0,11315.85
3055.6,46,56.03,1.19,-60.18,61.37,0,11325.88
3056.6,46,55.7,2.39,-58.2,60.59,0,11335.58
3057.6,46,55.67,1.79,-58.02,59.81,0,11345.25
3058.6,46,55.38,2.78,-56.28,59.06,0,11354.63
3059.6,46,55.28,2.64,-55.68,58.32,0,11363.91
3060.6,46,55.06,3.23,-54.36,57.59,0,11372.97
3061.6,46,54.74,4.46,-52.44,56.9,0,11381.71
3062.6,46,54.74,3.76,-52.44,56.2,0,11390.45
3063.6,46,54.41,5.06,-50.46,55.52,0,11398.86
3064.6,46,54.41,4.38,-50.46,54.84,0,11407.27
3065.6,46,54.09,5.66,-48.54,54.2,0,11415.36
3066.6,46,54.03,5.37,-48.18,53.55,0,11423.39
3067.6,46,53.77,6.31,-46.62,52.93,0,11431.16
3068.6,46,53.77,5.69,-46.62,52.31,0,11438.93
3069.6,46,53.45,7.01,-44.7,51.71,0,11446.38
3070.6,46,53.42,6.59,-44.52,51.11,0,11453.8
3071.6,46,53.13,7.76,-42.78,50.54,0,11460.93
3072.6,46,53.13,7.19,-42.78,49.97,0,11468.06
3073.6,46,52.8,8.62,-40.8,49.42,0,11474.86
3074.6,46,52.74,8.44,-40.44,48.88,0,11481.6
3075.6,46,52.48,9.48,-38.88,48.36,0,11488.08
3076.6,46,52.22,10.54,-37.32,47.86,0,11494.3
3077.6,46,52.16,10.41,-36.96,47.37,0,11500.46
3078.6,46,52.03,10.7,-36.18,46.88,0,11506.49
3079.6,46,51.84,11.38,-35.04,46.42,0,11512.33
3080.6,46,51.77,11.33,-34.62,45.95,0,11518.1
3081.6,46,51.51,12.45,-33.06,45.51,0,11523.61
3082.6,46,51.51,12.01,-33.06,45.07,0,11529.12
3083.6,46,51.22,13.33,-31.32,44.65,0,11534.34
3084.6,46,51.19,13.1,-31.14,44.24,0,11539.53
3085.6,46,51.03,13.65,-30.18,43.83,0,11544.56
3086.6,46,50.87,14.22,-29.22,43.44,0,11549.43
3087.7,46,50.8,14.25,-28.8,43.05,0,11554.23
3088.7,46,50.55,15.39,-27.3,42.69,0,11558.78
3089.7,46,50.55,15.02,-27.3,42.32,0,11563.33
3090.7,46,50.26,16.42,-25.56,41.98,0,11567.59
3091.7,46,50.22,16.32,-25.32,41.64,0,11571.81
3092.7,46,49.93,17.75,-23.58,41.33,0,11575.74
3093.7,46,49.9,17.62,-23.4,41.02,0,11579.64
3094.7,46,49.9,17.3,-23.4,40.7,0,11583.54
3095.7,46,49.58,18.94,-21.48,40.42,0,11587.12
3096.7,46,49.58,18.65,-21.48,40.13,0,11590.7
3097.7,46,49.48,18.97,-20.88,39.85,0,11594.18
3098.7,46,49.26,20.03,-19.56,39.59,0,11597.44
3099.7,46,49.26,19.77,-19.56,39.33,0,11600.7
3100.7,46,49,21.09,-18,39.09,0,11603.7
3101.7,46,48.94,21.21,-17.64,38.85,0,11606.64
3102.7,46,48.94,20.98,-17.64,38.62,0,11609.58
3103.7,46,48.94,20.74,-17.64,38.38,0,11612.52
3104.7,46,48.65,22.27,-15.9,38.17,0,11615.17
3105.7,46,48.61,22.3,-15.66,37.96,0,11617.78
3106.7,46,48.61,22.09,-15.66,37.75,0,11620.39
3107.7,46,48.52,22.43,-15.12,37.55,0,11622.91
3108.7,46,48.29,23.62,-13.74,37.36,0,11625.2
3109.7,46,48.29,23.44,-13.74,37.18,0,11627.49
3110.7,46,48.26,23.44,-13.56,37,0,11629.75
3111.7,46,48.13,24.05,-12.78,36.83,0,11631.88
3112.7,46,47.97,24.85,-11.82,36.67,0,11633.85
3113.7,46,47.97,24.69,-11.82,36.51,0,11635.82
3114.7,46,47.97,24.54,-11.82,36.36,0,11637.79
3115.7,46,47.9,24.8,-11.4,36.2,0,11639.69
3116.7,46,47.78,25.38,-10.68,36.06,0,11641.47
3117.7,46,47.65,26.03,-9.9,35.93,0,11643.12
3118.7,46,47.65,25.9,-9.9,35.8,0,11644.77
3119.7,46,47.65,25.76,-9.9,35.66,0,11646.42
3120.7,46,47.65,25.63,-9.9,35.53,0,11648.07
3121.7,46,47.45,26.71,-8.7,35.41,0,11649.52
3122.7,46,47.32,27.39,-7.92,35.31,0,11650.84
3123.7,46,47.32,27.28,-7.92,35.2,0,11652.16
3124.7,46,47.32,27.18,-7.92,35.1,0,11653.48
3125.7,46,47.29,27.25,-7.74,34.99,0,11654.77
3126.7,46,47.2,27.7,-7.2,34.9,0,11655.97
3127.7,46,47,28.82,-6,34.82,0,11656.97
3128.7,46,47,28.74,-6,34.74,0,11657.97
3129.7,46,47,28.66,-6,34.66,0,11658.97
3130.7,46,46.91,29.12,-5.46,34.58,0,11659.88
3131.7,46,46.94,28.87,-5.64,34.51,0,11660.82
3132.7,46,46.68,30.37,-4.08,34.45,0,11661.5
3133.8,46,46.68,30.32,-4.08,34.4,0,11662.18
3134.8,46,46.68,30.26,-4.08,34.34,0,11662.86
3135.8,46,46.68,30.21,-4.08,34.29,0,11663.54
3136.8,46,46.68,30.15,-4.08,34.23,0,11664.22
3137.8,46,46.65,30.28,-3.9,34.18,0,11664.87
3138.8,46,46.62,30.41,-3.72,34.13,0,11665.49
3139.8,46,46.42,31.58,-2.52,34.1,0,11665.91
3140.8,46,46.42,31.55,-2.52,34.07,0,11666.33
3141.8,46,46.39,31.69,-2.34,34.03,0,11666.72
3142.8,46,46.36,31.85,-2.16,34.01,0,11667.08
3143.8,46,46.36,31.82,-2.16,33.98,0,11667.44
3144.8,46,46.36,31.79,-2.16,33.95,0,11667.8
3145.8,46,46.36,31.76,-2.16,33.92,0,11668.16
3146.8,46,46.36,31.73,-2.16,33.89,0,11668.52
3147.8,46,46.36,31.7,-2.16,33.86,0,11668.88
3148.8,46,46.36,31.67,-2.16,33.83,0,11669.24
3149.8,46,46.36,31.64,-2.16,33.8,0,11669.6
3150.8,46,46.26,32.22,-1.56,33.78,0,11669.86
3151.8,46,46.16,32.81,-0.96,33.77,0,11670.02
3152.8,46,46.13,32.98,-0.78,33.76,0,11670.15
3153.8,46,46.04,33.52,-0.24,33.76,0,11670.19
3154.8,46,46.04,33.51,-0.24,33.75,0,11670.23
3155.8,46,46.04,33.51,-0.24,33.75,0,11670.27
3156.8,46,46.07,33.32,-0.42,33.74,0,11670.34
3157.8,46,46.04,33.5,-0.24,33.74,0,11670.38
3158.8,46,46.04,33.5,-0.24,33.74,0,11670.42
3159.8,46,46.04,33.49,-0.24,33.73,0,11670.46
3160.8,46,46.04,33.49,-0.24,33.73,0,11670.5
3161.8,46,46.04,33.49,-0.24,33.73,0,11670.54
3162.8,46,46.04,33.49,-0.24,33.73,0,11670.58
3163.8,46,46.04,33.48,-0.24,33.72,0,11670.62
3164.8,46,46.04,33.48,-0.24,33.72,0,11670.66
3165.8,46,46.04,33.48,-0.24,33.72,0,11670.7
3166.8,46,46.04,33.47,-0.24,33.71,0,11670.74
3167.8,46,46.04,33.47,-0.24,33.71,0,11670.78
3168.8,46,46.04,33.47,-0.24,33.71,0,11670.82
3169.8,46,46.04,33.46,-0.24,33.7,0,11670.86
3170.8,46,46.04,33.46,-0.24,33.7,0,11670.9
3171.8,46,46.04,33.46,-0.24,33.7,0,11670.94
3172.8,46,46.04,33.45,-0.24,33.69,0,11670.98
3173.8,46,46.04,33.45,-0.24,33.69,0,11671.02
3174.8,46,46.04,33.45,-0.24,33.69,0,11671.06
3175.8,46,46.04,33.44,-0.24,33.68,0,11671.1
3176.8,46,46.04,33.44,-0.24,33.68,0,11671.14
3177.9,46,46.04,33.44,-0.24,33.68,0,11671.18
3178.9,46,46.04,33.43,-0.24,33.67,0,11671.22
3179.9,46,46.04,33.43,-0.24,33.67,0,11671.26
3180.9,46,46.04,33.43,-0.24,33.67,0,11671.3
3181.9,46,46.04,33.42,-0.24,33.66,0,11671.34
3182.9,46,46.04,33.42,-0.24,33.66,0,11671.38
3183.9,46,46.04,33.42,-0.24,33.66,0,11671.42
3184.9,46,46.07,33.23,-0.42,33.65,0,11671.49
3185.9,46,46.04,33.41,-0.24,33.65,0,11671.53
3186.9,46,46.04,33.41,-0.24,33.65,0,11671.57
3187.9,46,46.1,33.04,-0.6,33.64,0,11671.67
3188.9,46,46.1,33.03,-0.6,33.63,0,11671.77
3189.9,46,46.04,33.39,-0.24,33.63,0,11671.81
3190.9,46,46.07,33.2,-0.42,33.62,0,11671.88
3191.9,46,46.1,33.01,-0.6,33.61,0,11671.98
3192.9,46,46.07,33.19,-0.42,33.61,0,11672.05
3193.9,46,46.26,32.03,-1.56,33.59,0,11672.31
3194.9,46,46.26,32.01,-1.56,33.57,0,11672.57
3195.9,46,46.29,31.8,-1.74,33.54,0,11672.86
3196.9,46,46.23,32.14,-1.38,33.52,0,11673.09
3197.9,46,46.2,32.31,-1.2,33.51,0,11673.29
3198.9,46,46.07,33.08,-0.42,33.5,0,11673.36
3199.9,46,46.07,33.08,-0.42,33.5,0,11673.43
3200.9,46,46.13,32.71,-0.78,33.49,0,11673.56
3201.9,46,46.2,32.27,-1.2,33.47,0,11673.76
3202.9,46,46.26,31.89,-1.56,33.45,0,11674.02
3203.9,46,46.29,31.69,-1.74,33.43,0,11674.31
3204.9,46,46.2,32.21,-1.2,33.41,0,11674.51
3205.9,46,46.36,31.22,-2.16,33.38,0,11674.87
3206.9,46,46.23,31.98,-1.38,33.36,0,11675.1
3207.9,46,46.33,31.36,-1.98,33.34,0,11675.43
3208.9,46,46.29,31.57,-1.74,33.31,0,11675.72
3209.9,46,46.23,31.91,-1.38,33.29,0,11675.95
3210.9,46,46.33,31.29,-1.98,33.27,0,11676.28
3211.9,46,46.29,31.5,-1.74,33.24,0,11676.57
3212.9,46,46.29,31.48,-1.74,33.22,0,11676.86
3213.9,46,46.33,31.22,-1.98,33.2,0,11677.19
3214.9,46,46.2,31.98,-1.2,33.18,0,11677.39
3215.9,46,46.33,31.17,-1.98,33.15,0,11677.72
3216.9,46,46.36,30.96,-2.16,33.12,0,11678.08
3217.9,46,46.36,30.94,-2.16,33.1,0,11678.44
3218.9,46,46.33,31.09,-1.98,33.07,0,11678.77
3219.9,46,46.33,31.06,-1.98,33.04,0,11679.1
3220.9,46,46.33,31.04,-1.98,33.02,0,11679.43
3221.9,46,46.36,30.83,-2.16,32.99,0,11679.79
3222.9,46,46.33,30.98,-1.98,32.96,0,11680.12
3224,46,46.36,30.77,-2.16,32.93,0,11680.48
3225,46,46.36,30.74,-2.16,32.9,0,11680.84
3226,46,46.36,30.71,-2.16,32.87,0,11681.2
3227,46,46.36,30.68,-2.16,32.84,0,11681.56
3228,46,46.36,30.66,-2.16,32.82,0,11681.92
3229,46,46.36,30.63,-2.16,32.79,0,11682.28
3230,46,46.36,30.6,-2.16,32.76,0,11682.64
3231,46,46.36,30.57,-2.16,32.73,0,11683
3232,46,46.36,30.54,-2.16,32.7,0,11683.36
3233,46,46.36,30.51,-2.16,32.67,0,11683.72
3234,46,46.36,30.48,-2.16,32.64,0,11684.08
3235,46,46.36,30.45,-2.16,32.61,0,11684.44
3236,46,46.36,30.42,-2.16,32.58,0,11684.8
3237,46,46.36,30.4,-2.16,32.56,0,11685.16
3238,46,46.36,30.37,-2.16,32.53,0,11685.52
3239,46,46.36,30.34,-2.16,32.5,0,11685.88
3240,46,46.36,30.31,-2.16,32.47,0,11686.24
3241,46,46.36,30.28,-2.16,32.44,0,11686.6
3242,46,46.36,30.25,-2.16,32.41,0,11686.96
3243,46,46.36,30.22,-2.16,32.38,0,11687.32
3244,46,46.36,30.19,-2.16,32.35,0,11687.68
3245,46,46.36,30.16,-2.16,32.32,0,11688.04
3246,46,46.36,30.14,-2.16,32.3,0,11688.4
3247,46,46.36,30.11,-2.16,32.27,0,11688.76
3248,46,46.36,30.08,-2.16,32.24,0,11689.12
3249,46,46.36,30.05,-2.16,32.21,0,11689.48
3250,46,46.36,30.02,-2.16,32.18,0,11689.84
3251,46,46.36,29.99,-2.16,32.15,0,11690.2
3252,46,46.36,29.96,-2.16,32.12,0,11690.56
3253,46,46.36,29.93,-2.16,32.09,0,11690.92
3254,46,46.36,29.91,-2.16,32.07,0,11691.28
3255,46,46.36,29.88,-2.16,32.04,0,11691.64
3256,46,46.36,29.85,-2.16,32.01,0,11692
3257,46,46.36,29.82,-2.16,31.98,0,11692.36
3258,46,46.36,29.79,-2.16,31.95,0,11692.72
3259,46,46.36,29.76,-2.16,31.92,0,11693.08
3260,46,46.36,29.73,-2.16,31.89,0,11693.44
3261,46,46.36,29.7,-2.16,31.86,0,11693.8
3262,46,46.36,29.67,-2.16,31.83,0,11694.16
3263,46,46.36,29.65,-2.16,31.81,0,11694.52
3264,46,46.36,29.62,-2.16,31.78,0,11694.88
3265.1,46,46.36,29.59,-2.16,31.75,0,11695.24
3266.1,46,46.36,29.56,-2.16,31.72,0,11695.6
3267.1,46,46.36,29.53,-2.16,31.69,0,11695.96
3268.1,46,46.36,29.5,-2.16,31.66,0,11696.32
3269.1,46,46.36,29.47,-2.16,31.63,0,11696.68
3270.1,46,46.36,29.44,-2.16,31.6,0,11697.04
3271.1,46,46.36,29.41,-2.16,31.57,0,11697.4
3272.1,46,46.36,29.39,-2.16,31.55,0,11697.76
3273.1,46,46.36,29.36,-2.16,31.52,0,11698.12
